id,package_name,av. rating,total_reviews,total_sentences,# IG,IG,# IS,IS,# PD,PD,# FR,FR,# O,O,App,GUI,Contents,Pricing,Feature/Functionality,Improvement,Update/Version,Resources,Security,Download,Model,Company,Other,#PD_App,PD + App,#PD_GUI,PD + GUI,#PD_Contents,PD + Contents,#PD_Pricing,PD + Pricing,#PD_Feature/Functionality,PD + Feature/Functionality,#PD_Improvement,PD + Improvement,#PD_Update/Version,PD + Update/Version,#PD_Resources,PD + Resources,#PD_Security,PD + Security,#PD_Download,PD + Download,#PD_Model,PD + Model,#PD_Company,PD + Company,#PD_Other,PD + Other,#FR_App,FR + App,#FR_GUI,FR + GUI,#FR_Contents,FR + Contents,#FR_Pricing,FR + Pricing,#FR_Feature/Functionality,FR + Feature/Functionality,#FR_Improvement,FR + Improvement,#FR_Update/Version,FR + Update/Version,#FR_Resources,FR + Resources,#FR_Security,FR + Security,#FR_Download,FR + Download,#FR_Model,FR + Model,#FR_Company,FR + Company,#FR_Other,FR + Other
538,in.blogspot.anselmbros.torchie,3.676056338,71,160,11,0.154929577,3,0.042253521,24,0.338028169,6,0.084507042,116,1.633802817,34,29,11,0,89,0,5,0,0,0,12,0,43,4,0.056338028,4,0.056338028,3,0.042253521,0,0,24,0.338028169,0,0,1,0.014084507,0,0,0,0,0,0,0,0,0,0,0,0,1,0.014084507,3,0.042253521,0,0,0,0,5,0.070422535,0,0,0,0,0,0,0,0,0,0,1,0.014084507,0,0,1,0.014084507
539,in.blogspot.anselmbros.torchie,3.791139241,158,298,27,0.170886076,2,0.012658228,26,0.164556962,9,0.056962025,234,1.481012658,89,40,18,0,135,5,13,0,0,5,23,0,98,7,0.044303797,7,0.044303797,4,0.025316456,0,0,26,0.164556962,0,0,2,0.012658228,0,0,0,0,0,0,2,0.012658228,0,0,0,0,2,0.012658228,3,0.018987342,0,0,0,0,9,0.056962025,1,0.006329114,0,0,0,0,0,0,0,0,1,0.006329114,0,0,0,0
545,org.wordpress.android,3.619215292,1988,4162,285,0.143360161,101,0.050804829,578,0.290744467,208,0.104627767,2990,1.504024145,1230,608,255,22,2326,94,341,8,56,34,190,27,1104,178,0.089537223,149,0.074949698,49,0.024647887,1,0.000503018,527,0.265090543,1,0.000503018,78,0.039235412,1,0.000503018,22,0.011066398,6,0.003018109,48,0.024144869,3,0.001509054,20,0.010060362,53,0.02665996,62,0.031187123,20,0.010060362,2,0.001006036,200,0.100603622,13,0.006539235,17,0.008551308,0,0,5,0.002515091,0,0,12,0.006036217,0,0,7,0.003521127
546,com.pilockerstable,3.468085106,47,108,10,0.212765957,0,0,14,0.29787234,5,0.106382979,79,1.680851064,12,23,8,1,55,3,6,1,0,0,6,0,33,0,0,4,0.085106383,3,0.063829787,0,0,14,0.29787234,0,0,2,0.042553191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.106382979,1,0.021276596,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548,com.yassirh.digitalocean,4.48,50,81,6,0.12,0,0,4,0.08,8,0.16,63,1.26,25,8,3,0,40,2,0,0,2,0,0,0,28,3,0.06,1,0.02,0,0,0,0,3,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.06,1,0.02,0,0,0,0,8,0.16,0,0,0,0,0,0,1,0.02,0,0,0,0,0,0,0,0
557,de.blinkt.openvpn,4,39,78,6,0.153846154,2,0.051282051,14,0.358974359,3,0.076923077,53,1.358974359,22,3,2,1,44,2,6,1,1,1,9,1,21,5,0.128205128,0,0,0,0,1,0.025641026,13,0.333333333,1,0.025641026,3,0.076923077,0,0,0,0,0,0,3,0.076923077,0,0,0,0,1,0.025641026,1,0.025641026,1,0.025641026,0,0,3,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,de.blinkt.openvpn,4.093220339,118,164,7,0.059322034,7,0.059322034,16,0.13559322,6,0.050847458,128,1.084745763,47,9,5,1,70,5,4,1,1,5,8,0,62,5,0.042372881,0,0,0,0,0,0,13,0.110169492,2,0.016949153,2,0.016949153,0,0,0,0,1,0.008474576,1,0.008474576,0,0,0,0,1,0.008474576,2,0.016949153,0,0,0,0,6,0.050847458,1,0.008474576,0,0,1,0.008474576,1,0.008474576,0,0,0,0,0,0,0,0
559,de.blinkt.openvpn,3.905982906,117,175,12,0.102564103,5,0.042735043,16,0.136752137,9,0.076923077,133,1.136752137,46,9,6,3,79,5,3,3,1,0,11,0,65,4,0.034188034,2,0.017094017,1,0.008547009,0,0,14,0.11965812,0,0,0,0,0,0,1,0.008547009,0,0,1,0.008547009,0,0,2,0.017094017,3,0.025641026,0,0,1,0.008547009,0,0,8,0.068376068,0,0,1,0.008547009,1,0.008547009,0,0,0,0,1,0.008547009,0,0,0,0
563,it.iiizio.epubator,3.75,40,85,7,0.175,0,0,13,0.325,3,0.075,62,1.55,24,13,1,1,47,3,2,0,0,3,3,0,24,5,0.125,3,0.075,0,0,0,0,13,0.325,1,0.025,1,0.025,0,0,0,0,1,0.025,0,0,0,0,0,0,0,0,1,0.025,0,0,0,0,3,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,com.jefftharris.passwdsafe,4.42578125,256,698,73,0.28515625,15,0.05859375,47,0.18359375,31,0.12109375,532,2.078125,213,81,40,6,426,18,60,0,5,0,113,0,153,15,0.05859375,12,0.046875,1,0.00390625,0,0,42,0.1640625,0,0,7,0.02734375,0,0,0,0,0,0,7,0.02734375,0,0,3,0.01171875,11,0.04296875,4,0.015625,3,0.01171875,0,0,29,0.11328125,1,0.00390625,2,0.0078125,0,0,0,0,0,0,5,0.01953125,0,0,1,0.00390625
582,com.harleensahni.android.mbr,3.509090909,55,157,23,0.418181818,2,0.036363636,15,0.272727273,9,0.163636364,108,1.963636364,73,31,8,1,98,1,4,0,0,2,22,0,33,8,0.145454545,2,0.036363636,1,0.018181818,0,0,13,0.236363636,0,0,0,0,0,0,0,0,0,0,4,0.072727273,0,0,1,0.018181818,5,0.090909091,2,0.036363636,0,0,0,0,9,0.163636364,1,0.018181818,1,0.018181818,0,0,0,0,0,0,1,0.018181818,0,0,0,0
590,com.morlunk.mumbleclient,4.566037736,53,144,19,0.358490566,2,0.037735849,14,0.264150943,6,0.113207547,103,1.943396226,51,22,6,6,89,1,13,2,0,1,13,1,25,5,0.094339623,1,0.018867925,0,0,0,0,12,0.226415094,1,0.018867925,1,0.018867925,1,0.018867925,0,0,0,0,1,0.018867925,0,0,1,0.018867925,1,0.018867925,1,0.018867925,0,0,0,0,5,0.094339623,0,0,1,0.018867925,0,0,0,0,0,0,0,0,0,0,1,0.018867925
593,org.transdroid.lite,4,62,155,11,0.177419355,1,0.016129032,15,0.241935484,9,0.14516129,119,1.919354839,48,21,4,2,85,5,11,2,0,7,7,0,35,6,0.096774194,3,0.048387097,0,0,0,0,15,0.241935484,0,0,3,0.048387097,0,0,0,0,2,0.032258065,0,0,0,0,0,0,2,0.032258065,3,0.048387097,1,0.016129032,0,0,8,0.129032258,1,0.016129032,0,0,1,0.016129032,0,0,2,0.032258065,0,0,0,0,0,0
594,org.transdroid.lite,3.244186047,86,206,11,0.127906977,1,0.011627907,48,0.558139535,30,0.348837209,116,1.348837209,74,28,7,3,152,1,9,0,0,9,24,0,32,21,0.244186047,10,0.11627907,2,0.023255814,0,0,45,0.523255814,0,0,4,0.046511628,0,0,0,0,0,0,6,0.069767442,0,0,3,0.034883721,17,0.197674419,7,0.081395349,1,0.011627907,1,0.011627907,29,0.337209302,1,0.011627907,1,0.011627907,0,0,0,0,4,0.046511628,8,0.093023256,0,0,1,0.011627907
595,org.transdroid.lite,3.876923077,65,142,12,0.184615385,4,0.061538462,19,0.292307692,7,0.107692308,100,1.538461538,44,30,8,3,88,2,5,0,0,5,11,0,28,8,0.123076923,6,0.092307692,3,0.046153846,0,0,15,0.230769231,1,0.015384615,2,0.030769231,0,0,0,0,1,0.015384615,4,0.061538462,0,0,1,0.015384615,2,0.030769231,4,0.061538462,1,0.015384615,0,0,7,0.107692308,0,0,0,0,0,0,0,0,3,0.046153846,0,0,0,0,0,0
603,com.doplgangr.secrecy,3.182926829,82,229,15,0.182926829,5,0.06097561,26,0.317073171,13,0.158536585,170,2.073170732,68,36,9,3,140,5,16,0,9,0,10,0,54,9,0.109756098,8,0.097560976,1,0.012195122,1,0.012195122,21,0.256097561,0,0,3,0.036585366,0,0,1,0.012195122,0,0,1,0.012195122,0,0,3,0.036585366,3,0.036585366,4,0.048780488,0,0,0,0,13,0.158536585,1,0.012195122,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,net.nurik.roman.muzei,3.837022133,1988,4388,333,0.16750503,47,0.023641851,542,0.272635815,293,0.147384306,3173,1.596076459,1477,887,197,21,2266,70,239,33,0,37,285,5,1174,259,0.13028169,137,0.068913481,27,0.013581489,2,0.001006036,466,0.234406439,4,0.002012072,47,0.023641851,1,0.000503018,0,0,1,0.000503018,65,0.032696177,0,0,14,0.007042254,90,0.04527163,100,0.050301811,12,0.006036217,1,0.000503018,268,0.134808853,19,0.009557344,10,0.005030181,4,0.002012072,0,0,3,0.001509054,18,0.009054326,1,0.000503018,11,0.005533199
612,com.soyblue.bluesound,3.977777778,45,77,5,0.111111111,1,0.022222222,6,0.133333333,3,0.066666667,62,1.377777778,24,6,1,1,21,1,3,0,0,0,5,0,39,4,0.088888889,0,0,0,0,0,0,5,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.022222222,0,0,0,0,0,0,3,0.066666667,1,0.022222222,1,0.022222222,0,0,0,0,0,0,0,0,0,0,0,0
625,org.tint,3.810526316,95,240,19,0.2,5,0.052631579,23,0.242105263,15,0.157894737,178,1.873684211,44,59,7,3,134,5,4,1,2,4,16,1,67,8,0.084210526,6,0.063157895,1,0.010526316,0,0,18,0.189473684,0,0,0,0,0,0,0,0,1,0.010526316,3,0.031578947,0,0,0,0,4,0.042105263,6,0.063157895,0,0,0,0,12,0.126315789,1,0.010526316,1,0.010526316,0,0,1,0.010526316,0,0,1,0.010526316,0,0,2,0.021052632
626,com.thibaudperso.sonycamera,3.675,80,194,17,0.2125,2,0.025,25,0.3125,13,0.1625,137,1.7125,56,36,8,2,115,6,7,5,0,0,16,0,46,10,0.125,5,0.0625,1,0.0125,0,0,23,0.2875,0,0,0,0,0,0,0,0,0,0,3,0.0375,0,0,1,0.0125,6,0.075,3,0.0375,1,0.0125,0,0,12,0.15,1,0.0125,1,0.0125,2,0.025,0,0,0,0,4,0.05,0,0,0,0
628,com.thibaudperso.sonycamera,3.46031746,63,126,7,0.111111111,1,0.015873016,17,0.26984127,7,0.111111111,94,1.492063492,33,8,2,1,77,0,2,4,0,1,3,0,31,4,0.063492063,0,0,0,0,0,0,16,0.253968254,0,0,1,0.015873016,2,0.031746032,0,0,0,0,0,0,0,0,1,0.015873016,2,0.031746032,0,0,0,0,0,0,7,0.111111111,0,0,0,0,0,0,0,0,0,0,1,0.015873016,0,0,0,0
642,org.kde.necessitas.ministro,3.828125,448,572,22,0.049107143,8,0.017857143,58,0.129464286,5,0.011160714,479,1.069196429,93,10,6,2,142,1,7,1,0,28,31,0,350,9,0.020089286,2,0.004464286,1,0.002232143,0,0,48,0.107142857,0,0,0,0,0,0,0,0,7,0.015625,6,0.013392857,0,0,6,0.013392857,1,0.002232143,0,0,0,0,0,0,5,0.011160714,0,0,1,0.002232143,0,0,0,0,0,0,0,0,0,0,0,0
643,org.kde.necessitas.ministro,2.78021978,455,672,19,0.041758242,23,0.050549451,145,0.318681319,12,0.026373626,473,1.03956044,140,18,15,1,306,3,43,3,1,32,78,1,266,40,0.087912088,9,0.01978022,7,0.015384615,0,0,118,0.259340659,0,0,13,0.028571429,0,0,0,0,7,0.015384615,26,0.057142857,0,0,9,0.01978022,5,0.010989011,0,0,0,0,0,0,12,0.026373626,1,0.002197802,0,0,0,0,0,0,1,0.002197802,5,0.010989011,0,0,0,0
646,org.odk.collect.android,4.418719212,203,315,20,0.098522167,7,0.034482759,19,0.093596059,5,0.024630542,264,1.300492611,88,25,8,3,139,4,2,0,2,6,14,2,114,7,0.034482759,3,0.014778325,0,0,0,0,18,0.088669951,1,0.004926108,0,0,0,0,0,0,2,0.009852217,4,0.019704433,0,0,0,0,0,0,2,0.009852217,0,0,0,0,5,0.024630542,2,0.009852217,1,0.004926108,0,0,0,0,0,0,0,0,0,0,0,0
651,de.onyxbits.remotekeyboard,4.371584699,183,486,39,0.213114754,23,0.12568306,31,0.169398907,27,0.147540984,366,2,149,50,20,5,260,9,4,3,0,1,47,0,134,11,0.06010929,6,0.032786885,2,0.010928962,0,0,26,0.142076503,1,0.005464481,0,0,0,0,0,0,1,0.005464481,1,0.005464481,0,0,3,0.016393443,6,0.032786885,4,0.021857923,0,0,1,0.005464481,26,0.142076503,2,0.010928962,2,0.010928962,1,0.005464481,0,0,0,0,3,0.016393443,0,0,1,0.005464481
654,org.sipdroid.sipua,3.322580645,31,78,2,0.064516129,1,0.032258065,14,0.451612903,4,0.129032258,57,1.838709677,20,10,0,1,49,2,3,0,3,1,8,1,19,4,0.129032258,3,0.096774194,0,0,0,0,11,0.35483871,0,0,0,0,0,0,1,0.032258065,0,0,2,0.064516129,0,0,1,0.032258065,1,0.032258065,2,0.064516129,0,0,0,0,4,0.129032258,0,0,0,0,0,0,0,0,0,0,1,0.032258065,0,0,0,0
655,org.sipdroid.sipua,2.795454545,44,88,4,0.090909091,2,0.045454545,17,0.386363636,1,0.022727273,64,1.454545455,21,13,2,1,57,0,5,1,4,0,14,0,17,4,0.090909091,3,0.068181818,1,0.022727273,0,0,16,0.363636364,0,0,1,0.022727273,0,0,1,0.022727273,0,0,3,0.068181818,0,0,1,0.022727273,0,0,0,0,0,0,0,0,1,0.022727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
661,org.yuttadhammo.tipitaka,4.833333333,60,111,8,0.133333333,0,0,5,0.083333333,4,0.066666667,94,1.566666667,16,6,3,0,36,2,3,0,0,1,3,0,65,1,0.016666667,1,0.016666667,1,0.016666667,0,0,3,0.05,0,0,1,0.016666667,0,0,0,0,1,0.016666667,1,0.016666667,0,0,2,0.033333333,0,0,0,0,1,0.016666667,0,0,3,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.016666667
678,de.ub0r.android.smsdroid,3.175,160,249,10,0.0625,4,0.025,30,0.1875,10,0.0625,195,1.21875,58,23,4,3,90,1,2,5,0,3,13,2,114,8,0.05,4,0.025,1,0.00625,1,0.00625,23,0.14375,0,0,0,0,0,0,0,0,0,0,3,0.01875,1,0.00625,4,0.025,5,0.03125,2,0.0125,0,0,0,0,9,0.05625,0,0,0,0,2,0.0125,0,0,0,0,0,0,0,0,0,0
682,dev.ukanth.ufirewall,4.12244898,98,221,25,0.255102041,6,0.06122449,24,0.244897959,14,0.142857143,152,1.551020408,64,19,8,1,134,3,15,3,6,1,23,0,52,12,0.12244898,1,0.010204082,0,0,0,0,21,0.214285714,1,0.010204082,0,0,0,0,0,0,1,0.010204082,6,0.06122449,0,0,2,0.020408163,6,0.06122449,2,0.020408163,0,0,0,0,14,0.142857143,0,0,0,0,0,0,0,0,0,0,1,0.010204082,0,0,0,0
684,dev.ukanth.ufirewall,3.945205479,73,185,11,0.150684932,6,0.082191781,31,0.424657534,7,0.095890411,130,1.780821918,56,10,4,2,93,3,18,3,5,2,19,3,55,12,0.164383562,2,0.02739726,0,0,0,0,23,0.315068493,0,0,5,0.068493151,1,0.01369863,1,0.01369863,0,0,4,0.054794521,1,0.01369863,4,0.054794521,3,0.04109589,2,0.02739726,0,0,1,0.01369863,6,0.082191781,0,0,0,0,0,0,1,0.01369863,0,0,2,0.02739726,0,0,0,0
689,uk.org.ngo.squeezer,4.211764706,255,647,56,0.219607843,10,0.039215686,53,0.207843137,53,0.207843137,475,1.862745098,220,84,26,21,377,38,31,2,1,7,38,0,145,23,0.090196078,8,0.031372549,4,0.015686275,1,0.003921569,47,0.184313725,2,0.007843137,4,0.015686275,0,0,0,0,0,0,4,0.015686275,0,0,5,0.019607843,21,0.082352941,8,0.031372549,5,0.019607843,1,0.003921569,52,0.203921569,2,0.007843137,6,0.023529412,0,0,0,0,0,0,4,0.015686275,0,0,0,0
711,net.momodalo.app.vimtouch,3.673076923,156,430,35,0.224358974,7,0.044871795,64,0.41025641,14,0.08974359,310,1.987179487,108,60,10,2,265,14,20,0,0,0,71,0,96,34,0.217948718,11,0.070512821,2,0.012820513,0,0,54,0.346153846,0,0,3,0.019230769,0,0,0,0,0,0,9,0.057692308,0,0,2,0.012820513,2,0.012820513,4,0.025641026,1,0.006410256,0,0,14,0.08974359,1,0.006410256,0,0,0,0,0,0,0,0,2,0.012820513,0,0,0,0
715,com.gulshansingh.hackerlivewallpaper,4.416666667,48,65,2,0.041666667,0,0,5,0.104166667,3,0.0625,55,1.145833333,20,6,2,0,29,2,0,1,0,0,4,0,26,3,0.0625,1,0.020833333,0,0,0,0,4,0.083333333,0,0,0,0,0,0,0,0,0,0,1,0.020833333,0,0,1,0.020833333,1,0.020833333,0,0,0,0,0,0,2,0.041666667,1,0.020833333,0,0,0,0,0,0,0,0,0,0,0,0,1,0.020833333
729,com.duckduckgo.mobile.android,4.171428571,245,504,25,0.102040816,11,0.044897959,28,0.114285714,22,0.089795918,418,1.706122449,125,61,30,3,242,15,9,1,17,5,17,0,170,9,0.036734694,6,0.024489796,2,0.008163265,0,0,21,0.085714286,0,0,0,0,1,0.004081633,1,0.004081633,1,0.004081633,3,0.012244898,0,0,1,0.004081633,2,0.008163265,6,0.024489796,2,0.008163265,0,0,22,0.089795918,1,0.004081633,2,0.008163265,0,0,0,0,0,0,0,0,0,0,0,0
730,com.duckduckgo.mobile.android,4.164794007,534,986,61,0.11423221,15,0.028089888,64,0.119850187,40,0.074906367,806,1.509363296,247,123,44,8,528,28,12,4,37,15,27,1,308,24,0.04494382,12,0.02247191,5,0.009363296,0,0,56,0.104868914,0,0,1,0.001872659,0,0,1,0.001872659,4,0.007490637,2,0.003745318,0,0,4,0.007490637,11,0.020599251,5,0.009363296,4,0.007490637,1,0.001872659,36,0.06741573,2,0.003745318,1,0.001872659,2,0.003745318,1,0.001872659,0,0,5,0.009363296,0,0,2,0.003745318
731,ru.meefik.busybox,4.352941176,136,307,5,0.036764706,5,0.036764706,11,0.080882353,9,0.066176471,277,2.036764706,40,4,1,5,60,3,3,0,0,2,13,0,216,3,0.022058824,0,0,0,0,0,0,10,0.073529412,0,0,0,0,0,0,0,0,0,0,1,0.007352941,0,0,1,0.007352941,4,0.029411765,0,0,0,0,0,0,9,0.066176471,0,0,1,0.007352941,0,0,0,0,0,0,4,0.029411765,0,0,0,0
734,com.totsp.crossword.shortyz,3.790697674,1118,3229,340,0.30411449,51,0.045617174,378,0.338103757,107,0.095706619,2353,2.104651163,1200,536,138,71,1711,53,362,1,5,155,190,0,668,154,0.137745975,91,0.081395349,20,0.017889088,1,0.000894454,317,0.283542039,1,0.000894454,65,0.058139535,1,0.000894454,0,0,30,0.026833631,25,0.02236136,0,0,17,0.015205725,28,0.025044723,40,0.035778175,7,0.006261181,1,0.000894454,92,0.082289803,4,0.003577818,11,0.009838998,0,0,0,0,6,0.005366726,6,0.005366726,0,0,8,0.007155635
735,com.tmarki.comicmaker,3.863758751,1857,2822,146,0.078621432,48,0.025848142,347,0.186860528,95,0.051157781,2186,1.177167474,912,271,87,9,1168,22,59,2,1,49,77,1,1084,137,0.073774906,82,0.044157243,16,0.008616047,2,0.001077006,297,0.15993538,2,0.001077006,11,0.005923533,1,0.000538503,0,0,6,0.003231018,27,0.01453958,0,0,10,0.00538503,23,0.012385568,25,0.013462574,5,0.002692515,0,0,87,0.046849758,3,0.001615509,6,0.003231018,0,0,0,0,0,0,3,0.001615509,0,0,5,0.002692515
739,me.bpear.archonpackager,4.185185185,54,113,5,0.092592593,1,0.018518519,11,0.203703704,6,0.111111111,90,1.666666667,40,7,2,0,65,2,2,0,0,2,13,1,38,9,0.166666667,0,0,0,0,0,0,10,0.185185185,0,0,0,0,0,0,0,0,0,0,1,0.018518519,0,0,0,0,4,0.074074074,1,0.018518519,0,0,0,0,6,0.111111111,0,0,1,0.018518519,0,0,0,0,0,0,1,0.018518519,0,0,0,0
750,com.vuze.android.remote,4.463855422,166,280,13,0.078313253,1,0.006024096,14,0.084337349,17,0.102409639,235,1.415662651,87,14,8,2,131,5,3,5,0,31,15,1,93,4,0.024096386,1,0.006024096,1,0.006024096,0,0,13,0.078313253,0,0,0,0,2,0.012048193,0,0,1,0.006024096,1,0.006024096,0,0,1,0.006024096,4,0.024096386,1,0.006024096,1,0.006024096,1,0.006024096,17,0.102409639,2,0.012048193,1,0.006024096,0,0,0,0,4,0.024096386,1,0.006024096,0,0,0,0
751,com.vuze.android.remote,4.409836066,61,114,5,0.081967213,2,0.032786885,10,0.163934426,7,0.114754098,90,1.475409836,33,10,4,1,61,2,2,1,0,7,7,0,31,2,0.032786885,3,0.049180328,1,0.016393443,0,0,8,0.131147541,0,0,1,0.016393443,1,0.016393443,0,0,3,0.049180328,1,0.016393443,0,0,1,0.016393443,1,0.016393443,0,0,0,0,0,0,6,0.098360656,0,0,1,0.016393443,0,0,0,0,2,0.032786885,0,0,0,0,1,0.016393443
752,com.ringdroid,4.03877551,490,815,47,0.095918367,11,0.02244898,69,0.140816327,18,0.036734694,670,1.367346939,284,28,42,3,346,4,36,2,0,16,39,9,297,25,0.051020408,4,0.008163265,6,0.012244898,0,0,61,0.124489796,0,0,6,0.012244898,1,0.002040816,0,0,5,0.010204082,3,0.006122449,0,0,6,0.012244898,7,0.014285714,2,0.004081633,5,0.010204082,0,0,17,0.034693878,1,0.002040816,2,0.004081633,0,0,0,0,0,0,2,0.004081633,1,0.002040816,1,0.002040816
753,com.ringdroid,3.342465753,73,125,8,0.109589041,1,0.01369863,20,0.273972603,2,0.02739726,94,1.287671233,37,2,14,2,63,3,9,0,0,7,7,0,35,1,0.01369863,1,0.01369863,2,0.02739726,0,0,18,0.246575342,0,0,1,0.01369863,0,0,0,0,3,0.04109589,1,0.01369863,0,0,0,0,1,0.01369863,0,0,0,0,0,0,2,0.02739726,1,0.01369863,0,0,0,0,0,0,0,0,0,0,0,0,0,0
754,com.ringdroid,3.620538966,1373,2476,135,0.098324836,46,0.033503277,268,0.195193008,44,0.032046613,1983,1.444282593,850,103,207,16,1216,26,101,3,0,60,156,17,795,118,0.08594319,18,0.013109978,41,0.029861617,2,0.001456664,252,0.183539694,1,0.000728332,10,0.007283321,0,0,0,0,7,0.005098325,24,0.017479971,3,0.002184996,6,0.004369993,15,0.010924982,3,0.002184996,4,0.002913328,1,0.000728332,42,0.030589949,1,0.000728332,6,0.004369993,0,0,0,0,3,0.002184996,1,0.000728332,2,0.001456664,2,0.001456664
757,com.mill_e.twitterwrapper,3.770833333,48,101,12,0.25,2,0.041666667,15,0.3125,7,0.145833333,65,1.354166667,36,20,4,2,60,6,2,0,6,4,8,0,21,5,0.104166667,5,0.104166667,1,0.020833333,0,0,13,0.270833333,0,0,1,0.020833333,0,0,1,0.020833333,1,0.020833333,1,0.020833333,0,0,0,0,4,0.083333333,2,0.041666667,0,0,0,0,6,0.125,2,0.041666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
771,com.gpl.rpg.AndorsTrail,4.134736842,950,2462,259,0.272631579,39,0.041052632,143,0.150526316,154,0.162105263,1867,1.965263158,441,171,109,49,937,56,293,3,0,26,72,7,1011,30,0.031578947,8,0.008421053,8,0.008421053,1,0.001052632,116,0.122105263,1,0.001052632,33,0.034736842,0,0,0,0,0,0,1,0.001052632,0,0,18,0.018947368,26,0.027368421,22,0.023157895,11,0.011578947,3,0.003157895,136,0.143157895,16,0.016842105,22,0.023157895,0,0,0,0,0,0,6,0.006315789,0,0,10,0.010526316
780,com.frostwire.android,3.98541329,1234,1810,109,0.088330632,24,0.019448947,142,0.115072934,51,0.041329011,1484,1.202593193,658,120,282,32,718,38,43,8,0,238,53,1,528,44,0.035656402,18,0.01458671,40,0.032414911,1,0.000810373,122,0.098865478,2,0.001620746,10,0.008103728,2,0.001620746,0,0,29,0.02350081,6,0.004862237,0,0,4,0.003241491,21,0.017017828,3,0.002431118,22,0.017828201,0,0,45,0.036466775,2,0.001620746,1,0.000810373,0,0,0,0,7,0.005672609,1,0.000810373,0,0,0,0
783,org.tasks,4.038461538,78,201,25,0.320512821,4,0.051282051,16,0.205128205,14,0.179487179,142,1.820512821,51,38,19,5,90,7,9,0,1,0,8,0,60,4,0.051282051,5,0.064102564,2,0.025641026,1,0.012820513,11,0.141025641,0,0,1,0.012820513,0,0,0,0,0,0,0,0,0,0,2,0.025641026,2,0.025641026,3,0.038461538,4,0.051282051,0,0,12,0.153846154,1,0.012820513,0,0,0,0,0,0,0,0,1,0.012820513,0,0,1,0.012820513
789,com.google.android.apps.authenticator2,3.570268899,1971,3591,258,0.130898021,104,0.052765094,343,0.174023338,260,0.131912735,2626,1.33231862,815,331,123,8,1925,73,171,3,331,29,285,15,1178,110,0.055809234,17,0.008625063,14,0.007102993,0,0,296,0.150177575,0,0,28,0.014205987,1,0.000507357,49,0.024860477,6,0.00304414,49,0.024860477,0,0,25,0.012683917,79,0.040081177,46,0.023338407,9,0.00456621,0,0,248,0.125824455,10,0.005073567,15,0.00761035,0,0,39,0.01978691,0,0,45,0.02283105,3,0.00152207,6,0.00304414
796,com.vrem.wifianalyzer,4.35483871,31,65,6,0.193548387,2,0.064516129,2,0.064516129,5,0.161290323,50,1.612903226,18,16,8,1,36,1,1,4,0,0,1,0,16,1,0.032258065,1,0.032258065,0,0,0,0,1,0.032258065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.032258065,1,0.032258065,0,0,0,0,5,0.161290323,0,0,0,0,1,0.032258065,0,0,0,0,1,0.032258065,0,0,0,0
797,com.vrem.wifianalyzer,4.693181818,88,185,17,0.193181818,1,0.011363636,10,0.113636364,12,0.136363636,145,1.647727273,57,37,18,9,101,5,3,15,0,2,10,0,48,4,0.045454545,3,0.034090909,1,0.011363636,0,0,9,0.102272727,0,0,0,0,1,0.011363636,0,0,0,0,2,0.022727273,0,0,0,0,3,0.034090909,5,0.056818182,1,0.011363636,0,0,11,0.125,0,0,0,0,1,0.011363636,0,0,0,0,0,0,0,0,0,0
799,com.shatteredpixel.shatteredpixeldungeon,4.596491228,114,310,45,0.394736842,5,0.043859649,14,0.122807018,20,0.175438596,226,1.98245614,63,24,15,6,126,17,52,0,0,0,9,1,103,4,0.035087719,2,0.01754386,1,0.00877193,0,0,8,0.070175439,0,0,2,0.01754386,0,0,0,0,0,0,0,0,0,0,4,0.035087719,3,0.026315789,4,0.035087719,3,0.026315789,0,0,18,0.157894737,1,0.00877193,5,0.043859649,0,0,0,0,0,0,0,0,0,0,0,0
800,com.shatteredpixel.shatteredpixeldungeon,4.444444444,54,147,26,0.481481481,0,0,14,0.259259259,6,0.111111111,101,1.87037037,30,14,4,0,64,4,11,0,0,0,8,0,50,4,0.074074074,3,0.055555556,0,0,0,0,12,0.222222222,0,0,2,0.037037037,0,0,0,0,0,0,1,0.018518519,0,0,0,0,1,0.018518519,2,0.037037037,0,0,0,0,6,0.111111111,0,0,2,0.037037037,0,0,0,0,0,0,0,0,0,0,0,0
